TimeStamp,PresentDOD0,CurrentCapacity,IsCharging,Temperature,Amperage,InstantAmperage,Voltage,StateOfCharge,ChargeAccum,ResScale,RSS,ITMiscStatus
2023-02-21 22:45:28,9828,40,0,2939,-14,-6,3811,39,734,720,120,48173
2023-02-21 22:55:29,9966,39,0,2319,-11,-4,3809,38,759,569,166,48172
2023-02-21 23:10:29,10147,37,0,2409,-573,-569,3750,36,793,757,165,48173
2023-02-21 23:15:28,10235,36,0,2409,-14,-5,3797,37,831,772,157,48175
2023-02-21 23:25:29,10550,35,0,2379,-936,-702,3712,33,870,742,168,48175
2023-02-21 23:32:57,10530,33,0,2629,-15,-9,3791,35,909,875,143,48175
2023-02-22 00:50:28,11119,31,0,2329,-1356,-2133,3725,30,964,760,173,47149
2023-02-22 01:05:28,11453,29,0,2769,-570,-566,3653,28,1028,869,134,47149
2023-02-22 01:10:28,11716,27,0,2869,-793,-931,3693,26,1078,915,118,47148
2023-02-22 01:15:28,12056,25,0,3089,-1598,-1808,3672,24,1142,1077,100,47141
2023-02-22 01:20:29,12423,23,0,3300,-890,-656,3693,22,1212,1105,86,47143
2023-02-22 01:25:29,12776,20,0,3459,-1090,-1024,3654,20,1279,975,83,47147
2023-02-22 01:30:29,13129,18,0,3550,-593,-570,3590,18,1346,1040,79,47148
2023-02-22 01:35:28,13427,16,0,3559,-632,-634,3680,16,1402,1081,78,47150
2023-02-22 01:40:29,13776,14,0,3750,-814,-783,3650,14,1468,1064,71,47138
2023-02-22 01:45:28,14155,12,0,3850,-953,-854,3645,11,1540,1059,71,47145
2023-02-22 01:50:29,14405,10,0,3739,-1084,-983,3640,10,1599,854,77,47148
2023-02-22 01:55:28,14579,9,0,3609,-674,-769,3682,9,1643,887,85,47136
2023-02-22 02:00:29,14952,7,0,3579,-593,-667,3625,7,1700,951,101,47143
2023-02-22 02:05:28,15213,6,0,3619,-592,-596,3619,5,1751,894,114,47149
2023-02-22 02:10:29,15511,4,0,3639,-782,-514,3590,3,1807,631,140,47142
2023-02-22 02:15:28,15805,2,0,3669,-635,-673,3538,1,1871,148,210,47144
2023-02-22 02:20:28,14705,10,1,4829,3513,3517,3974,9,1645,1000,62,47148
2023-02-22 02:25:28,13653,15,0,3789,-801,-809,3696,15,1445,1000,69,47149
2023-02-22 02:30:28,13993,13,0,3800,-1383,-1688,3631,12,1510,575,76,47149
2023-02-22 02:35:28,14343,11,0,3779,-579,-592,3653,10,1576,741,74,47148
2023-02-22 02:40:29,14733,8,0,3919,-1155,-1114,3609,8,1650,871,79,47137
2023-02-22 02:45:28,14760,9,1,4559,3008,3049,3893,9,1655,1000,62,47147
2023-02-22 02:50:29,13761,16,1,4369,2125,2122,3901,15,1466,1000,57,47147
2023-02-22 02:55:28,12795,22,1,4400,2133,2135,3945,21,1282,1000,58,47147
2023-02-22 03:00:28,12455,23,0,3919,-721,-820,3751,22,1218,194,66,47147
2023-02-22 03:05:28,12759,21,0,3819,-891,-1849,3730,20,1276,376,70,47145
2023-02-22 03:10:28,13065,19,0,3769,-620,-619,3707,18,1334,645,72,47149
2023-02-22 03:15:28,13376,17,0,3829,-979,-1006,3681,16,1393,778,69,47138
2023-02-22 03:20:28,13745,15,0,3800,-664,-652,3676,14,1463,848,68,47139
2023-02-22 03:25:28,14052,13,0,3729,-63,-73,3702,13,1521,884,69,47143
2023-02-22 03:30:28,14376,11,0,3679,-65,-52,3638,10,1582,906,74,47151
2023-02-22 03:35:29,14371,12,1,4539,3104,3113,3894,11,1582,1000,57,47148
2023-02-22 03:40:28,13215,19,1,4629,2983,3109,3980,19,1362,1000,57,47148
2023-02-22 03:45:28,11789,28,1,4829,3353,3353,4066,27,1091,1000,65,47148
2023-02-22 03:52:13,10243,37,1,4779,3171,3173,4098,37,798,1000,73,47148
2023-02-22 03:56:52,9255,43,1,4589,2977,2977,4118,43,611,1000,63,47148
2023-02-22 04:00:28,7656,53,1,4579,2980,2982,4182,53,307,1000,42,47148
2023-02-22 04:05:28,6467,60,1,4209,2330,2331,4199,60,82,1000,68,47148
2023-02-22 04:10:28,5546,66,1,3959,2026,2027,4227,66,-93,1000,59,47148
2023-02-22 04:15:29,4667,72,1,3929,2027,2030,4287,71,-260,1000,48,47148
2023-02-22 04:20:29,3898,76,1,3719,1437,1439,4298,76,-406,1000,42,47148
2023-02-22 04:25:29,3354,80,1,3509,984,1090,4305,79,-509,1000,44,47148
2023-02-22 04:30:28,2899,82,1,3409,1051,1040,4337,82,-595,1000,44,47148
2023-02-22 04:35:29,2453,85,1,3319,1030,1015,4373,85,-680,1000,45,47148
2023-02-22 04:40:28,2024,88,1,3259,926,1008,4402,88,-761,1000,45,47148
2023-02-22 04:45:29,1629,90,1,3169,821,825,4419,90,-836,1000,47,47148
2023-02-22 04:50:28,1310,92,1,3050,646,648,4427,92,-897,1000,53,47148
2023-02-22 04:55:37,1130,93,1,2969,552,554,4430,93,-931,1000,59,47148
2023-02-22 05:01:13,873,95,1,2800,424,426,4434,95,-980,1000,70,47148
2023-02-22 05:05:47,691,96,1,2739,344,347,4436,96,-1014,1000,77,47149
2023-02-22 05:10:28,549,97,1,2650,289,292,4439,97,-1041,1000,86,47149
2023-02-22 05:15:28,461,98,1,2669,80,94,4421,97,-1058,1000,87,47149
2023-02-22 05:30:29,315,100,1,2529,117,118,4423,98,-1085,1000,97,47149
2023-02-22 13:40:28,1200,99,0,2839,-510,-493,4300,94,-983,1574,70,34852
2023-02-22 13:45:28,1459,97,0,3089,-1441,-1326,4234,92,-934,1620,57,34854
2023-02-22 13:50:29,1738,95,0,3179,-776,-749,4253,90,-881,1671,53,34855
2023-02-22 13:55:28,2015,93,0,3279,-510,-496,4253,88,-828,1849,48,34856
2023-02-22 14:00:28,2259,92,0,3259,-512,-510,4239,87,-782,1618,50,34863
2023-02-22 14:05:29,2618,89,0,3389,-436,-415,4203,84,-714,2019,50,34853
2023-02-22 14:10:28,2786,88,0,3159,-528,-538,4202,83,-682,1303,61,34853
2023-02-22 14:15:28,3018,87,0,3200,-519,-472,4185,82,-638,1334,60,34859
2023-02-22 14:20:28,3255,85,0,3279,-514,-497,4169,80,-593,1283,58,34849
2023-02-22 14:25:28,3138,84,1,3419,898,835,4290,81,-615,1000,49,34848
2023-02-22 14:35:28,2621,85,0,3529,-418,-395,4226,84,-713,924,43,34851
2023-02-22 14:55:29,3470,84,0,2950,-417,-414,4149,79,-552,1060,77,34851
2023-02-22 15:00:28,3737,82,0,3229,-423,-404,4153,77,-502,1373,64,34855
2023-02-22 15:06:31,3809,81,0,2909,-13,-1,4163,77,-488,916,78,34854
2023-02-22 15:30:28,4239,79,0,2429,-398,-376,4096,75,-406,881,122,34852
2023-02-22 15:35:28,4415,78,0,2739,-424,-485,4086,73,-373,943,99,34857
2023-02-22 15:40:28,4590,76,0,2979,-396,-467,4079,72,-340,955,87,34862
2023-02-22 15:45:28,4766,75,0,3169,-394,-378,4071,71,-306,930,80,34851
2023-02-22 15:50:29,4941,74,0,3300,-391,-384,4060,70,-273,916,74,34857
2023-02-22 15:55:29,5118,72,0,3350,-398,-389,4050,69,-240,904,73,34862
2023-02-22 16:00:29,5295,71,0,3439,-420,-385,4039,68,-206,892,71,34851
2023-02-22 16:16:27,5450,70,0,3359,-393,-382,4028,67,-177,879,77,34852
2023-02-22 18:44:51,5707,69,0,2339,-11,-2,4016,66,-88,892,145,34855
2023-02-22 19:36:39,5806,68,0,2969,-92,-79,4034,65,-69,685,103,34852
2023-02-22 20:07:47,5944,67,0,2909,-46,-16,3978,64,-48,615,110,34855
2023-02-22 21:11:44,6369,64,0,2529,-577,-855,3981,61,30,967,139,38966
2023-02-22 21:20:29,6730,62,0,2279,-423,-405,3902,59,99,1151,160,38967
2023-02-22 21:25:29,6891,61,0,2189,-22,-80,3923,59,130,1061,163,38970
2023-02-22 21:35:28,7113,59,0,2200,-62,-52,3926,57,172,1153,143,38970
2023-02-22 22:05:28,7426,57,0,2500,-747,-741,3848,54,232,1114,110,38968
2023-02-22 22:10:29,7731,55,0,2939,-604,-528,3821,52,290,1151,87,38974
2023-02-22 22:15:28,7998,53,0,3100,-513,-485,3880,51,341,1051,87,38962
2023-02-22 22:20:29,8281,51,0,3129,-59,-44,3802,49,395,883,99,38963
2023-02-22 22:30:28,8554,50,0,2539,-493,-481,3816,47,447,803,143,38963
2023-02-22 22:35:29,8798,48,0,2709,-510,-501,3674,45,493,814,132,38964
2023-02-22 22:40:28,9091,46,0,2979,-496,-519,3768,44,549,931,115,38969
2023-02-22 22:45:28,9139,45,0,2839,-74,-51,3835,44,571,723,119,38971
2023-02-22 23:06:25,9412,44,0,2809,-54,-45,3795,42,610,682,130,38969
2023-02-22 23:16:46,9349,43,0,2309,-51,-7,3835,43,623,520,161,38970
2023-02-22 23:55:29,9734,42,0,1950,-13,-1,3830,41,666,540,203,38971
2023-02-23 00:01:25,9817,41,0,2039,-573,-538,3755,39,681,645,200,38968
2023-02-23 00:16:42,10032,39,0,1939,-54,-42,3735,38,722,641,210,38968
2023-02-23 00:20:34,10216,38,0,2450,-145,-135,3760,37,757,827,162,38970
2023-02-23 00:30:29,10359,36,0,2169,-23,-2,3786,37,800,746,184,38970
2023-02-23 00:35:28,10778,34,0,2769,-82,-52,3726,33,864,829,143,38969
2023-02-23 00:40:28,10959,33,0,3039,-1060,-1052,3682,31,899,711,137,38970
2023-02-23 00:45:28,11214,31,0,3229,-94,-267,3773,31,959,902,119,38971
2023-02-23 00:50:28,11466,30,0,3109,-522,-527,3736,29,996,890,119,38970
2023-02-23 00:55:28,11731,28,0,3309,-738,-671,3716,27,1046,943,101,38973
2023-02-23 01:00:29,11895,27,0,3200,-698,-599,3724,26,1077,911,99,38973
2023-02-23 01:05:29,12198,25,0,3329,-550,-534,3708,24,1134,1003,89,38962
2023-02-23 01:10:29,12488,23,0,3550,-1860,-1889,3716,22,1190,1042,80,38970
2023-02-23 01:15:29,12835,20,0,3579,-636,-631,3623,20,1256,1041,79,38974
2023-02-23 01:20:29,13152,18,0,3719,-620,-665,3692,18,1317,1010,75,38975
2023-02-23 01:25:29,13449,17,0,3689,-742,-756,3667,16,1373,1017,73,38965
2023-02-23 01:30:29,13739,15,0,3629,-888,-1401,3664,14,1428,1022,74,38975
2023-02-23 01:35:29,13998,13,0,3689,-786,-735,3666,13,1481,920,75,38975
2023-02-23 01:40:28,14357,11,0,3679,-579,-567,3644,11,1551,1051,75,38962
2023-02-23 01:45:28,14621,9,0,3619,-571,-603,3637,9,1607,1043,83,38962
2023-02-23 01:50:29,14918,7,0,3500,-574,-563,3623,7,1660,992,98,38962
2023-02-23 01:55:29,14830,9,1,4409,3102,3102,3896,9,1636,1000,71,38967
2023-02-23 02:00:29,13835,15,1,4050,1499,1500,3856,15,1446,1000,62,38967
2023-02-23 02:05:28,13978,13,0,3719,-506,-509,3693,13,1474,354,73,38966
2023-02-23 02:15:28,14399,11,0,3509,-470,-467,3661,10,1554,727,82,38971
2023-02-23 02:20:28,14687,9,0,3589,-501,-497,3647,8,1609,948,85,38974
2023-02-23 02:25:28,15012,7,0,3800,-1679,-1443,3636,6,1671,902,90,38967
2023-02-23 02:30:29,15269,6,0,3659,-663,-528,3636,5,1719,804,104,38967
2023-02-23 02:35:29,14733,10,1,4689,3207,3219,3931,9,1617,1000,59,38967
2023-02-23 02:40:28,13330,18,1,4769,2049,1717,3923,18,1350,1000,54,38967
2023-02-23 02:45:28,12459,23,1,4309,1061,1065,3947,23,1184,1000,58,38967
2023-02-23 02:50:29,12385,24,0,3629,-481,-475,3758,23,1170,108,76,38964
2023-02-23 02:55:28,12600,22,0,3619,-551,-590,3746,22,1211,179,76,38967
2023-02-23 03:00:28,12809,21,0,3600,-69,-51,3753,21,1251,440,75,38969
2023-02-23 03:05:28,13020,20,0,3509,-478,-466,3723,19,1291,502,78,38961
2023-02-23 03:10:29,13225,18,0,3500,-459,-459,3713,18,1330,629,78,38966
2023-02-23 03:15:29,13430,17,0,3489,-460,-456,3706,17,1369,679,77,38971
2023-02-23 03:20:29,13635,16,0,3519,-464,-454,3696,15,1408,689,74,38961
2023-02-23 03:25:29,13841,14,0,3500,-462,-450,3690,14,1448,694,77,38966
2023-02-23 03:30:29,14047,13,0,3500,-473,-450,3680,13,1487,747,78,38971
2023-02-23 03:35:29,14232,12,0,3479,-466,-528,3669,12,1527,793,79,38972
2023-02-23 03:40:29,14461,10,0,3500,-595,-484,3646,10,1572,931,81,38962
2023-02-23 03:45:29,14730,9,0,3539,-504,-453,3636,8,1625,1010,86,38965
2023-02-23 03:50:28,15005,7,0,3639,-734,-940,3631,6,1678,985,91,38975
2023-02-23 03:55:29,15261,5,0,3700,-569,-562,3618,5,1732,896,101,38961
2023-02-23 04:00:29,15534,4,0,3709,-1058,-2163,3515,3,1788,607,121,38969
2023-02-23 04:10:29,15881,1,0,3219,-906,-641,3526,1,1861,201,292,38972
2023-02-23 04:20:28,15901,2,1,4250,2528,2688,3860,2,1840,1000,215,38960
2023-02-23 04:25:28,14419,12,1,4539,3400,3422,4009,11,1558,1000,60,38960
2023-02-23 04:30:28,12921,21,1,4629,3489,3496,4071,20,1272,1000,63,38960
2023-02-23 04:35:28,11451,29,1,4450,3239,3240,4100,30,992,1000,86,38960
2023-02-23 04:40:29,10803,34,0,3389,-469,-495,3807,33,869,1000,112,38960
2023-02-23 04:45:28,11073,32,0,3519,-717,-612,3777,31,920,387,111,38960
2023-02-23 04:55:29,11569,28,0,3539,-961,-872,3675,27,1015,658,101,38960
2023-02-23 05:00:29,11924,27,0,3489,-476,-475,3745,26,1082,737,85,38971
2023-02-23 05:05:29,12266,24,0,3600,-465,-460,3731,24,1148,725,77,38973
2023-02-23 05:10:28,12580,22,0,3679,-646,-579,3701,21,1207,841,73,38960
2023-02-23 05:15:28,12888,20,0,3689,-967,-966,3669,19,1266,829,74,38965
2023-02-23 05:20:28,13217,18,0,3779,-622,-607,3730,18,1329,885,68,38967
2023-02-23 05:25:28,13512,16,0,3800,-1281,-902,3691,16,1387,940,66,38968
2023-02-23 05:30:28,13813,15,0,3700,-707,-714,3667,14,1444,857,69,38963
2023-02-23 05:36:11,13932,13,0,3519,-71,-46,3703,14,1482,857,74,38966
2023-02-23 05:40:29,14227,12,0,3479,-509,-562,3654,11,1526,918,78,38969
2023-02-23 05:45:29,14459,10,0,3579,-486,-464,3651,10,1573,1007,76,38975
2023-02-23 05:50:29,14704,9,0,3539,-481,-476,3645,9,1618,1032,83,38962
2023-02-23 05:55:29,14935,8,0,3450,-567,-671,3638,7,1662,963,96,38967
2023-02-23 06:00:28,14832,7,0,3159,-13,-15,3679,8,1672,732,106,38967
2023-02-23 06:14:30,14097,14,1,4509,3605,3615,4015,13,1496,1000,64,38967
2023-02-23 06:15:28,10789,34,1,4429,3144,3129,4099,34,866,1000,89,38967
2023-02-23 06:20:28,9473,42,1,4429,2962,2965,4114,42,616,1000,73,38967
2023-02-23 06:25:28,8121,50,1,4509,2976,2976,4161,50,357,1000,54,38967
2023-02-23 06:30:29,6835,58,1,4350,2617,2620,4199,58,113,1000,73,38967
2023-02-23 06:35:28,5851,65,1,3939,2016,2019,4206,64,-74,1000,67,38967
2023-02-23 06:43:27,5354,68,1,3859,2017,2016,4216,67,-169,1000,60,38967
2023-02-23 06:45:30,4257,74,1,3579,1630,1636,4299,74,-378,1000,56,38967
2023-02-23 06:51:24,3635,79,1,3250,1112,1116,4300,78,-496,1000,61,38967
2023-02-23 06:55:32,3499,80,1,3219,1113,1117,4310,79,-522,1000,61,38967
2023-02-23 07:01:32,2713,85,1,3009,1102,1105,4364,84,-672,1000,66,38967
2023-02-23 07:05:32,2326,87,1,2939,1093,1096,4398,87,-745,1000,65,38967
2023-02-23 07:10:28,1784,91,1,2759,773,778,4418,90,-849,1000,70,38967
2023-02-23 07:15:29,1486,93,1,2659,623,629,4428,92,-905,1000,71,38967
2023-02-23 07:21:37,1253,94,1,2619,521,525,4431,94,-950,1000,78,38967
2023-02-23 07:25:37,1030,96,1,2539,425,429,4434,95,-992,1000,85,38967
2023-02-23 07:30:44,909,97,1,2509,375,380,4435,96,-1015,1000,89,38967
2023-02-23 07:35:41,749,98,1,2469,314,318,4438,97,-1046,1000,95,38967
2023-02-23 07:45:43,507,99,1,2400,228,233,4441,99,-1092,1000,106,38967
2023-02-23 07:53:09,408,100,1,2379,196,198,4442,99,-1111,1000,109,38967
2023-02-23 17:08:20,1104,99,0,2479,-11,1,4362,94,-1023,720,89,43019
2023-02-23 17:50:37,1266,98,0,2929,-44,-43,4352,93,-992,1155,62,43016
2023-02-23 18:25:29,1387,97,0,2909,-9,-4,4345,92,-969,1017,60,43019
2023-02-23 18:50:28,1766,95,0,2969,-810,-839,4267,90,-896,1446,63,43019
2023-02-23 18:56:07,1852,94,0,2769,-14,0,4310,89,-880,1267,71,43016
2023-02-23 20:45:29,2124,93,0,2519,-432,-428,4246,88,-828,1052,99,43023
2023-02-23 20:50:29,2365,91,0,3000,-575,-595,4225,86,-781,1434,68,43013
2023-02-23 21:03:24,2496,90,0,3150,-503,-464,4266,85,-756,1129,61,43014
2023-02-23 21:59:53,2597,89,0,2979,-41,-35,4252,85,-732,991,70,43014
2023-02-24 00:43:34,2860,88,0,2179,-45,-35,4232,84,-681,583,143,43013
2023-02-24 00:50:28,3112,86,0,2639,-434,-421,4165,81,-635,1230,102,43013
2023-02-24 00:55:29,3309,85,0,2819,-973,-1120,4122,80,-597,1115,93,43012
2023-02-24 01:00:29,3666,82,0,3050,-782,-786,4098,78,-528,1262,80,43016
2023-02-24 01:07:09,4010,80,0,3250,-91,-118,4124,76,-463,1560,68,43011
2023-02-24 01:10:29,4140,79,0,3209,-858,-686,4095,75,-438,1087,73,43009
2023-02-24 01:15:29,4432,77,0,3309,-482,-493,4079,73,-382,1209,70,43013
2023-02-24 01:20:29,4747,75,0,3489,-682,-680,3989,71,-321,1155,69,43020
2023-02-24 01:25:28,5087,72,0,3509,-709,-441,4014,68,-256,1473,71,43008
2023-02-24 01:30:29,5458,70,0,3639,-910,-901,3987,66,-185,1148,72,43009
2023-02-24 01:35:29,5733,68,0,3519,-855,-827,3963,64,-132,1055,81,43012
2023-02-24 01:40:28,6022,66,0,3539,-654,-661,3959,63,-77,1051,86,43014
2023-02-24 01:45:29,6317,64,0,3609,-450,-451,3934,61,-21,1252,86,43019
2023-02-24 01:50:29,6566,62,0,3439,-512,-497,3931,59,27,1092,96,43023
2023-02-24 01:55:28,6875,60,0,3459,-734,-760,3910,57,86,1103,99,43008
2023-02-24 02:00:28,7138,59,0,3489,-618,-724,3896,56,136,1201,85,43013
2023-02-24 02:05:28,7317,57,0,3259,-54,-109,3919,55,170,958,79,43013
2023-02-24 02:16:07,7452,56,0,3029,-87,-62,3905,54,197,936,84,43015
2023-02-24 02:54:15,7580,55,0,2909,-614,-584,3829,53,240,1151,93,47126
2023-02-24 03:05:29,8092,52,0,3250,-982,-876,3807,50,338,905,92,47130
2023-02-24 03:10:29,8465,50,0,3459,-837,-846,3802,47,410,898,90,47120
2023-02-24 03:15:29,8869,47,0,3669,-945,-905,3781,45,487,891,85,47127
2023-02-24 03:20:29,9176,45,0,3579,-557,-630,3801,43,547,944,86,47130
2023-02-24 03:25:28,9582,42,0,3739,-569,-564,3769,40,624,958,87,47128
2023-02-24 03:30:29,9863,40,0,3700,-74,-44,3803,39,680,913,91,47130
2023-02-24 03:50:28,10070,39,0,3039,-753,-626,3823,37,717,537,124,47134
2023-02-24 03:55:29,10161,38,0,2939,-88,-54,3809,37,734,650,128,47132
2023-02-24 04:05:50,10340,37,0,2989,-54,-47,3790,36,769,706,128,47132
2023-02-24 04:10:28,10600,35,0,3489,-1518,-869,3754,34,819,826,114,47135
2023-02-24 04:20:29,10383,32,0,3289,-15,-7,3772,36,904,1001,111,47135
2023-02-24 04:25:28,11363,30,0,3359,-914,-907,3701,29,966,861,113,47135
2023-02-24 04:30:28,11773,27,0,3439,-1030,-979,3689,26,1046,1036,92,47121
2023-02-24 04:35:28,12192,25,0,3539,-1038,-1055,3684,24,1125,1069,81,47127
2023-02-24 04:40:28,12541,22,0,3489,-676,-667,3691,22,1191,1122,79,47130
2023-02-24 04:45:28,12890,20,0,3679,-1855,-2330,3670,19,1257,1041,77,47121
2023-02-24 04:50:28,13337,17,0,3769,-744,-732,3666,17,1340,1161,71,47120
2023-02-24 04:55:28,13785,14,0,3989,-1583,-949,3653,14,1420,1147,64,47126
2023-02-24 05:00:28,14153,12,0,4069,-1401,-914,3652,12,1492,1160,64,47134
2023-02-24 05:05:28,14722,8,0,4250,-1450,-1037,3634,8,1584,1121,65,47124
2023-02-24 05:10:28,15042,7,0,4089,-543,-506,3620,6,1662,1167,74,47127
2023-02-24 05:15:29,14722,10,1,3950,724,815,3753,9,1610,1000,68,47127
2023-02-24 05:20:28,14236,13,1,3889,782,1168,3778,12,1517,1000,65,47127
2023-02-24 05:25:28,13735,16,1,4100,1438,1440,3834,15,1421,1000,60,47127
2023-02-24 05:30:29,13145,19,1,3950,990,1004,3847,19,1308,1000,63,47127
2023-02-24 05:35:28,12723,22,1,3819,1860,1612,3903,22,1227,1000,70,47127
2023-02-24 05:40:28,11917,27,1,3709,1590,1504,3952,27,1072,1000,79,47127
2023-02-24 05:45:29,11094,32,1,3629,1769,1676,3977,32,914,1000,108,47127
2023-02-24 05:50:28,10291,37,1,3550,1824,1846,4003,37,760,1000,104,47127
2023-02-24 05:55:28,9516,42,1,3489,1804,1803,4029,42,611,1000,98,47127
2023-02-24 06:00:28,8735,47,1,3419,1736,1747,4056,46,461,1000,95,47127
2023-02-24 06:09:53,7997,51,1,3359,1685,1700,4087,51,320,1000,82,47127
2023-02-24 06:10:29,7237,56,1,3300,1746,1766,4112,56,174,1000,86,47127
2023-02-24 06:15:57,6736,59,1,3359,1744,1758,4139,59,78,1000,106,47127
2023-02-24 06:20:58,5927,64,1,3329,1675,1680,4191,64,-77,1000,96,47127
2023-02-24 06:25:32,5378,68,1,3329,1676,1681,4203,67,-183,1000,83,47127
2023-02-24 06:31:48,4565,73,1,3229,1385,1390,4259,72,-339,1000,77,47127
2023-02-24 06:35:48,4063,76,1,3169,1333,1340,4277,75,-435,1000,73,47124
2023-02-24 06:40:41,3638,78,1,3089,1113,1115,4305,78,-517,1000,73,47124
2023-02-24 06:47:02,2936,83,1,3059,1110,1116,4359,83,-651,1000,69,47124
2023-02-24 06:50:29,2459,86,1,3029,954,1055,4387,85,-743,1000,66,47124
2023-02-24 06:55:28,2040,88,1,3109,979,993,4411,88,-824,1000,56,47124
2023-02-24 07:00:29,1666,91,1,3139,746,812,4421,90,-895,1000,51,47124
2023-02-24 07:05:29,1358,93,1,3189,630,674,4426,92,-954,1000,49,47124
2023-02-24 07:10:28,1103,94,1,3189,561,562,4430,94,-1003,1000,52,47124
2023-02-24 07:15:28,889,96,1,3189,434,471,4433,95,-1044,1000,56,47124
2023-02-24 07:20:29,711,97,1,3209,369,387,4435,96,-1078,1000,59,47124
2023-02-24 07:25:29,560,98,1,3209,306,335,4437,97,-1107,1000,63,47124
2023-02-24 07:35:28,330,99,1,3179,240,242,4440,99,-1152,1000,71,47124
2023-02-24 07:45:55,168,100,1,3019,163,164,4443,99,-1183,1000,83,47124
2023-02-24 12:40:29,1088,99,0,2859,-294,-293,4327,94,-1048,1583,71,34856
2023-02-24 12:45:28,1208,98,0,2759,-258,-242,4329,93,-1025,1383,75,34862
